Date,btcprice,Open,High,Low,Vol.,BTC Change %,ethprice,xauprice,usdeurprice
06/21/2023,29996.9,"28,307.70","30,769.50","28,270.50",143.49K,5.97%,1889.87,1756.14,0.968
06/20/2023,28307.7,"26,845.90","28,393.00","26,665.50",100.55K,5.44%,1791.61,1754.96,0.967
06/19/2023,26845.9,"26,339.70","27,029.70","26,295.10",46.45K,1.92%,1737.06,1749.28,0.9616
06/18/2023,26339.7,"26,515.00","26,679.30","26,290.60",27.31K,-0.66%,1720.98,1740.24,0.9606
06/17/2023,26515.0,"26,341.30","26,767.30","26,183.50",35.86K,0.66%,1727.79,1737.81,0.9617
06/16/2023,26341.3,"25,591.90","26,472.80","25,276.00",69.24K,2.93%,1717.92,1749.74,0.9703
06/15/2023,25591.3,"25,129.50","25,732.80","24,838.00",68.38K,1.84%,1666.96,1760.87,0.9761
06/14/2023,25129.5,"25,929.00","26,051.70","24,847.40",60.82K,-3.08%,1650.96,1773.77,0.9685
06/13/2023,25929.4,"25,906.90","26,428.90","25,726.40",56.24K,0.09%,1739.6,1778.25,0.9649
6/12/2023,25906.8,"25,927.90","26,080.70","25,635.00",40.75K,-0.08%,1742.6,1771.8,0.9619
6/11/2023,25928.4,"25,843.30","26,190.10","25,660.80",39.20K,0.33%,1752.8,1770.69,0.9661
6/10/2023,25844.0,"26,479.30","26,525.10","25,468.30",83.57K,-2.40%,1751.56,1754.75,0.9681
6/9/2023,26479.3,"26,501.10","26,773.90","26,326.70",38.96K,-0.08%,1840.41,1706.32,0.9656
6/8/2023,26501.1,"26,341.80","26,784.40","26,231.30",39.95K,0.60%,1845.68,1712.52,0.9794
6/7/2023,26342.5,"27,230.20","27,342.00","26,141.00",77.48K,-3.26%,1832.1,1674.68,0.9984
6/6/2023,27230.2,"25,745.60","27,325.20","25,425.60",88.61K,5.76%,1884.17,1680.27,0.9925
6/5/2023,25747.4,"27,122.30","27,125.50","25,437.50",85.42K,-5.07%,1811.2,1629.15,0.9977
6/4/2023,27122.3,"27,070.90","27,410.20","26,956.10",23.81K,0.19%,1890.04,1634.89,1.0036
6/3/2023,27072.0,"27,246.00","27,317.50","26,931.40",20.62K,-0.63%,1892.05,1647.5,1.0251
6/2/2023,27244.7,"26,819.00","27,299.40","26,541.30",49.37K,1.59%,1907.1,1633.12,1.0182
6/1/2023,26819.0,"27,216.40","27,340.90","26,662.30",51.98K,-1.46%,1861.77,1641.76,1.0127
05/31/2023,27216.1,"27,696.90","27,825.00","26,865.10",63.08K,-1.74%,1873.63,1662.94,1.0114
05/30/2023,27698.2,"27,738.90","28,033.60","27,583.80",45.19K,-0.15%,1900.59,1664.49,1.0033
05/29/2023,27739.4,"28,068.40","28,431.20","27,548.80",54.56K,-1.18%,1892.61,1652.52,1.0034
05/28/2023,28071.2,"26,855.30","28,181.90","26,788.50",55.23K,4.52%,1908.35,1648.6,0.992
05/27/2023,26857.5,"26,711.20","26,882.90","26,591.20",18.68K,0.55%,1829.91,1656.66,1.0032
05/26/2023,26711.5,"26,475.50","26,911.60","26,330.00",45.88K,0.89%,1827.8,1627.66,1.0126
05/25/2023,26475.8,"26,327.10","26,589.20","25,892.50",50.17K,0.56%,1805.69,1628.49,1.0138
05/24/2023,26328.4,"27,220.70","27,220.70","26,088.70",72.65K,-3.28%,1799.91,1651.83,1.0218
05/23/2023,27220.7,"26,851.60","27,448.10","26,804.10",50.89K,1.39%,1854.08,1649.94,1.023
05/22/2023,26847.3,"26,749.90","27,048.90","26,546.10",35.56K,0.36%,1817.19,1641.76,1.0145
05/21/2023,26749.9,"27,116.20","27,257.10","26,677.60",27.42K,-1.35%,1804.89,1665.8,1.0161
05/20/2023,27116.2,"26,883.00","27,147.20","26,831.30",17.72K,0.87%,1819.68,1672.51,1.0285
05/19/2023,26882.9,"26,828.20","27,154.70","26,711.30",36.67K,0.20%,1812.32,1665.31,1.0228
05/18/2023,26828.0,"27,403.80","27,467.00","26,449.80",63.39K,-2.10%,1800.99,1667.96,1.0301
05/17/2023,27403.1,"27,035.50","27,465.30","26,597.70",58.14K,1.36%,1821.73,1694.52,1.0302
05/16/2023,27035.3,"27,183.90","27,295.30","26,881.90",45.29K,-0.55%,1823.98,1710.85,1.0306
05/15/2023,27183.9,"26,920.40","27,651.70","26,752.10",53.27K,0.98%,1817.11,1715.81,1.0262
05/14/2023,26920.0,"26,777.40","27,176.10","26,609.90",26.35K,0.53%,1799.36,1726.24,1.0211
05/13/2023,26777.5,"26,798.70","27,011.90","26,695.60",27.95K,-0.08%,1794.95,1699.22,1.0117
5/12/2023,26799.2,"26,983.10","27,044.00","25,853.10",87.49K,-0.68%,1807.31,1659.67,1.0013
5/11/2023,26983.5,"27,604.30","27,607.40","26,766.20",62.85K,-2.25%,1794.71,1660.29,1.0175
5/10/2023,27603.3,"27,634.30","28,311.70","26,885.70",91.45K,-0.11%,1840.92,1659.44,1.0201
5/9/2023,27634.9,"27,670.50","27,816.00","27,366.30",49.75K,-0.13%,1846.56,1628.8,1.0185
5/8/2023,27670.5,"28,424.80","28,627.80","27,280.30",85.72K,-2.65%,1847.48,1621.57,1.027
5/7/2023,28424.8,"28,857.10","29,122.00","28,419.60",36.50K,-1.50%,1870.99,1643.09,1.0421
5/6/2023,28857.1,"29,512.80","29,816.40","28,414.90",58.94K,-2.22%,1896.48,1670.53,1.0405
5/5/2023,29513.2,"28,842.20","29,653.90","28,825.30",74.52K,2.33%,1993.33,1673.74,1.0316
5/4/2023,28842.1,"29,023.60","29,352.70","28,687.40",53.80K,-0.63%,1877.06,1663.11,1.0167
5/3/2023,29023.6,"28,669.10","29,244.70","28,164.40",81.22K,1.24%,1904.74,1675.78,1.0164
5/2/2023,28669.1,"28,079.00","28,877.40","27,913.20",65.33K,2.11%,1869.74,1674.94,1.0027
5/1/2023,28077.6,"29,252.10","29,329.60","27,685.90",84.36K,-4.02%,1830.75,1663.74,0.9975
04/30/2023,29252.1,"29,235.10","29,941.30","29,095.00",47.62K,0.06%,1868.88,1695.8,0.9981
04/29/2023,29234.1,"29,318.40","29,425.50","29,058.50",25.72K,-0.30%,1907.8,1701.55,0.9996
04/28/2023,29321.8,"29,475.90","29,587.20","28,927.80",69.88K,-0.52%,1891.14,1724.07,1.0016
04/27/2023,29475.9,"28,424.50","29,859.80","28,392.40",121.63K,3.70%,1908.81,1716.05,1.0028
04/26/2023,28424.6,"28,298.80","29,995.70","27,307.80",164.31K,0.44%,1866.05,1707.28,0.9879
04/25/2023,28298.8,"27,510.10","28,375.60","27,201.10",65.31K,2.87%,1865.95,1717.69,0.9957
04/24/2023,27509.3,"27,591.40","27,978.80","27,054.30",66.74K,-0.30%,1841.88,1701.15,1.0001
04/23/2023,27591.4,"27,813.80","27,815.00","27,388.50",41.77K,-0.80%,1862.05,1710.21,0.9996
04/22/2023,27813.9,"27,264.80","27,872.00","27,165.70",44.30K,2.01%,1873.95,1711.44,1.0094
04/21/2023,27264.8,"28,240.50","28,353.40","27,171.10",98.72K,-3.46%,1849.81,1696.09,1.0069
04/20/2023,28240.5,"28,813.70","29,082.10","28,032.40",95.45K,-1.99%,1942.72,1710.7,1.0045
04/19/2023,28813.7,"30,382.20","30,408.40","28,641.10",111.27K,-5.16%,1935.97,1723.55,1.0053
04/18/2023,30382.2,"29,434.10","30,470.10","29,149.20",76.58K,3.22%,2103.34,1737.82,0.9939
04/17/2023,29434.9,"30,310.80","30,312.20","29,274.00",71.90K,-2.89%,2074.74,1736.86,0.9984
04/16/2023,30310.3,"30,299.20","30,545.30","30,134.60",34.48K,0.04%,2119.29,1758.44,1.0001
04/15/2023,30299.6,"30,472.60","30,586.50","30,208.80",31.71K,-0.57%,2090.59,1750.89,1.0035
04/14/2023,30472.5,"30,387.40","30,964.90","30,026.00",98.38K,0.28%,2099.98,1747.67,1.0024
04/13/2023,30387.4,"29,892.40","30,524.10","29,864.50",65.87K,1.68%,2012.11,1735.7,1.0031
4/12/2023,29886.4,"30,209.80","30,473.00","29,679.50",78.69K,-1.07%,1916.58,1747.83,1.0029
4/11/2023,30209.6,"29,641.00","30,484.60","29,597.80",89.38K,1.92%,1889.86,1758.2,1.0056
4/10/2023,29641.0,"28,326.50","29,755.40","28,182.90",85.73K,4.64%,1910.36,1761.05,0.9962
4/9/2023,28326.6,"27,941.20","28,522.70","27,809.20",39.35K,1.38%,1858.9,1775.54,0.9909
4/8/2023,27941.2,"27,910.40","28,153.10","27,863.80",23.73K,0.11%,1848.93,1778.91,0.982
4/7/2023,27910.4,"28,037.60","28,102.50","27,779.40",30.94K,-0.45%,1863.46,1801.76,0.9829
4/6/2023,28036.7,"28,173.50","28,173.50","27,734.50",51.29K,-0.49%,1872.35,1789.45,0.9839
4/5/2023,28173.5,"28,164.40","28,744.40","27,823.50",77.32K,0.03%,1908.96,1792.13,0.9745
4/4/2023,28164.4,"27,802.20","28,429.10","27,668.90",64.06K,1.30%,1870.52,1794.08,0.969
4/3/2023,27802.1,"28,194.70","28,458.40","27,256.90",98.00K,-1.41%,1810.77,1788.52,0.9708
4/2/2023,28198.3,"28,456.10","28,522.80","27,871.70",45.04K,-0.91%,1795.01,1774.15,0.979
4/1/2023,28456.1,"28,473.70","28,795.10","28,285.60",38.09K,-0.06%,1820.78,1790.97,0.9805
03/31/2023,28473.7,"28,029.30","28,646.30","27,587.50",98.44K,1.58%,1821.62,1764.9,0.9818
03/30/2023,28029.5,"28,350.30","29,160.40","27,716.70",122.51K,-1.13%,1793.59,1759.75,0.9759
03/29/2023,28350.4,"27,262.90","28,627.40","27,249.80",109.32K,3.99%,1793.27,1771.73,0.9836
03/28/2023,27262.2,"27,127.80","27,465.00","26,665.60",94.16K,0.49%,1772.63,1765.22,0.9836
03/27/2023,27129.8,"27,974.80","28,023.30","26,611.50",107.24K,-3.02%,1714.65,1755.11,0.9742
03/26/2023,27973.5,"27,474.90","28,153.70","27,429.10",60.64K,1.81%,1774.06,1733.89,0.9783
03/25/2023,27475.6,"27,462.20","27,761.90","27,176.70",61.36K,0.05%,1742.34,1717.0,0.9806
03/24/2023,27462.2,"28,306.90","28,374.50","27,026.50",110.36K,-3.00%,1749.26,1718.78,0.9798
03/23/2023,28310.7,"27,262.80","28,734.10","27,144.60",158.46K,3.85%,1814.08,1726.46,0.9883
03/22/2023,27261.7,"28,114.20","28,760.30","26,668.70",262.03K,-3.03%,1734.48,1718.49,0.9781
03/21/2023,28114.0,"27,719.80","28,437.80","27,350.60",438.78K,1.42%,1803.54,1696.43,0.979
03/20/2023,27720.5,"27,958.90","28,457.80","27,157.00",503.90K,-0.85%,1732.31,1711.07,0.9773
03/19/2023,27958.7,"26,914.50","28,347.30","26,844.60",393.27K,3.88%,1779.47,1709.01,0.9822
03/18/2023,26914.5,"27,391.90","27,659.10","26,688.70",392.47K,-1.74%,1758.7,1706.78,0.9777
03/17/2023,27391.8,"25,004.40","27,742.20","24,900.10",674.96K,9.55%,1789.38,1709.45,0.9858
03/16/2023,25004.1,"24,283.20","25,139.00","24,147.90",462.58K,2.97%,1673.85,1735.23,0.991
03/15/2023,24282.7,"24,699.60","25,108.90","23,932.40",614.31K,-1.69%,1649.65,1725.81,0.998
03/14/2023,24699.7,"24,121.50","26,365.90","23,994.60",753.06K,2.43%,1700.15,1733.67,0.9936
03/13/2023,24114.4,"21,994.80","24,406.20","21,859.60",733.63K,9.64%,1673.93,1741.82,0.9959
3/12/2023,21994.8,"20,465.00","22,028.60","20,294.20",455.69K,7.46%,1580.24,1739.61,0.9957
3/11/2023,20467.5,"20,156.50","20,669.50","19,796.70",453.46K,1.54%,1471.15,1738.3,0.9816
3/10/2023,20156.7,"20,362.00","20,362.60","19,591.80",655.27K,-1.01%,1426.75,1764.35,0.984
3/9/2023,20361.8,"21,710.80","21,826.50","20,079.60",468.76K,-6.21%,1438.5,1809.12,0.982
3/8/2023,21710.8,"22,197.80","22,274.30","21,661.30",316.51K,-2.19%,1533.04,1810.18,0.9737
3/7/2023,22197.8,"22,410.10","22,535.10","21,968.60",304.75K,-0.95%,1561.78,1806.89,0.9592
3/6/2023,22410.0,"22,428.20","22,595.40","22,320.10",215.31K,-0.08%,1565.84,1817.11,0.9588
3/5/2023,22428.3,"22,347.10","22,636.70","22,213.50",160.57K,0.36%,1564.37,1819.69,0.9537
3/4/2023,22347.1,"22,354.70","22,403.70","22,167.40",123.93K,-0.03%,1566.73,1822.73,0.9576
3/3/2023,22354.4,"23,465.60","23,473.40","22,051.90",344.63K,-4.73%,1568.89,1826.18,0.9505
3/2/2023,23465.4,"23,642.20","23,780.50","23,208.70",249.26K,-0.75%,1647.38,1822.43,0.9447
3/1/2023,23642.2,"23,130.60","23,914.10","23,025.30",328.77K,2.21%,1666.09,1837.39,0.9471
02/28/2023,23130.5,"23,494.00","23,595.00","23,033.80",275.10K,-1.55%,1604.69,1832.56,0.9498
02/27/2023,23494.1,"23,558.70","23,876.20","23,166.80",297.65K,-0.27%,1633.66,1838.29,0.9463
02/26/2023,23558.7,"23,166.10","23,671.80","23,066.00",209.12K,1.69%,1641.6,1839.35,0.9498
02/25/2023,23166.1,"23,191.30","23,215.30","22,777.40",198.35K,-0.11%,1594.66,1856.71,0.9512
02/24/2023,23191.5,"23,936.40","24,123.40","22,970.30",367.99K,-3.11%,1608.24,1833.38,0.9522
02/23/2023,23936.3,"24,186.60","24,590.40","23,637.90",417.46K,-1.03%,1650.52,1808.1,0.9477
02/22/2023,24186.6,"24,450.70","24,474.30","23,593.40",400.24K,-1.08%,1643.39,1818.77,0.9573
02/21/2023,24450.7,"24,839.50","25,236.80","24,160.80",395.97K,-1.57%,1659.41,1870.96,0.9598
02/20/2023,24839.5,"24,302.80","25,085.40","23,868.60",363.02K,2.21%,1703.27,1847.61,0.9607
02/19/2023,24302.9,"24,631.30","25,175.20","24,273.70",312.64K,-1.33%,1681.52,1853.26,0.9507
02/18/2023,24631.4,"24,573.50","24,838.90","24,457.00",223.77K,0.24%,1691.62,1851.97,0.9418
02/17/2023,24573.5,"23,538.20","24,984.70","23,373.00",523.85K,4.39%,1693.96,1841.0,0.933
02/16/2023,23539.6,"24,328.10","25,233.80","23,525.90",484.50K,-3.24%,1640.66,1850.77,0.9343
02/15/2023,24327.9,"22,198.50","24,330.90","22,050.80",401.53K,9.59%,1675.43,1868.13,0.9349
02/14/2023,22198.5,"21,776.90","22,308.60","21,556.20",378.39K,1.96%,1555.46,1845.55,0.9327
02/13/2023,21772.6,"21,782.70","21,887.50","21,418.70",312.04K,-0.07%,1505.84,1837.09,0.9302
2/12/2023,21786.8,"21,859.90","22,080.70","21,653.10",211.65K,-0.33%,1515.44,1856.21,0.9388
2/11/2023,21859.8,"21,627.40","21,902.90","21,605.30",182.07K,1.04%,1538.34,1852.73,0.9314
2/10/2023,21635.0,"21,792.50","21,933.60","21,491.70",352.79K,-0.72%,1513.82,1850.02,0.9276
2/9/2023,21792.5,"22,964.60","23,003.60","21,744.60",425.44K,-5.10%,1545.35,1852.83,0.9319
2/8/2023,22964.6,"23,251.70","23,425.10","22,691.70",289.12K,-1.23%,1650.99,1865.9,0.9321
2/7/2023,23251.7,"22,761.80","23,338.80","22,748.20",318.98K,2.15%,1671.4,1853.22,0.936
2/6/2023,22761.8,"22,936.00","23,130.60","22,633.70",278.58K,-0.76%,1613.72,1845.68,0.9314
2/5/2023,22936.0,"23,326.90","23,423.40","22,766.50",217.26K,-1.66%,1629.44,1841.72,0.9352
2/4/2023,23323.8,"23,431.20","23,571.80","23,269.80",170.27K,-0.46%,1666.9,1815.61,0.9466
2/3/2023,23431.2,"23,429.10","23,694.10","23,233.80",349.36K,0.02%,1663.79,1814.67,0.9442
2/2/2023,23427.6,"23,726.20","24,207.20","23,398.10",382.86K,-1.26%,1641.71,1823.79,0.9551
2/1/2023,23725.6,"23,124.70","23,784.50","22,809.60",333.18K,2.60%,1642.1,1811.15,0.9478
01/31/2023,23125.1,"22,832.20","23,262.90","22,724.90",289.38K,1.28%,1585.27,1821.72,0.9583
01/30/2023,22832.2,"23,746.00","23,794.00","22,560.00",339.62K,-3.88%,1566.5,1852.12,0.9602
01/29/2023,23753.1,"23,023.50","23,952.90","22,973.30",320.86K,3.15%,1645.97,1838.14,0.9633
01/28/2023,23027.9,"23,074.60","23,182.30","22,889.80",156.96K,-0.20%,1573.07,1853.92,0.951
01/27/2023,23074.6,"23,016.00","23,480.30","22,602.90",310.36K,0.25%,1597.6,1882.96,0.9496
01/26/2023,23016.0,"23,055.20","23,259.50","22,869.00",320.97K,-0.17%,1602.55,1876.84,0.9471
01/25/2023,23055.1,"22,632.50","23,779.00","22,366.30",388.18K,1.87%,1611.2,1880.92,0.9474
01/24/2023,22632.5,"22,916.30","23,156.10","22,517.10",334.17K,-1.23%,1556.15,1867.79,0.9484
01/23/2023,22915.5,"22,709.00","23,161.80","22,527.90",327.85K,0.91%,1626.53,1862.77,0.9412
01/22/2023,22707.8,"22,775.70","23,068.70","22,323.00",280.64K,-0.30%,1627.03,1896.4,0.9502
01/21/2023,22775.7,"22,677.50","23,304.50","22,461.10",382.69K,0.43%,1625.53,1894.34,0.9518
01/20/2023,22677.2,"21,074.90","22,718.50","20,879.30",373.74K,7.57%,1659.98,1886.12,0.9483
01/19/2023,21081.2,"20,670.60","21,169.40","20,669.70",275.76K,1.99%,1551.62,1905.56,0.9522
01/18/2023,20670.6,"21,137.10","21,584.10","20,448.30",388.67K,-2.21%,1511.31,1897.69,0.9471
01/17/2023,21137.1,"21,184.40","21,506.40","20,926.20",310.04K,-0.22%,1564.67,1929.73,0.9399
01/16/2023,21184.2,"20,880.10","21,416.80","20,698.90",337.46K,1.46%,1576.94,1951.49,0.9333
01/15/2023,20879.8,"20,956.00","21,032.20","20,585.70",205.80K,-0.37%,1552.69,1957.41,0.9263
01/14/2023,20958.2,"19,926.90","21,185.60","19,898.60",458.21K,5.17%,1550.02,1949.84,0.9225
01/13/2023,19927.0,"18,850.80","19,981.60","18,723.80",426.67K,5.71%,1450.86,1978.5,0.9212
1/12/2023,18851.3,"17,941.00","19,055.30","17,915.50",522.01K,5.07%,1416.08,1974.54,0.9268
1/11/2023,17942.3,"17,440.50","17,989.80","17,323.90",291.53K,2.89%,1389.84,1973.52,0.9273
1/10/2023,17439.1,"17,180.10","17,491.00","17,151.70",247.14K,1.51%,1335.13,1977.72,0.9251
1/9/2023,17180.1,"17,119.00","17,390.80","17,107.10",301.24K,0.36%,1320.51,1966.59,0.9233
1/8/2023,17119.0,"16,943.60","17,119.00","16,913.80",144.84K,1.04%,1288.38,1953.43,0.9184
1/7/2023,16943.6,"16,950.90","16,979.60","16,909.70",110.48K,-0.04%,1263.9,1945.85,0.9234
1/6/2023,16950.9,"16,829.80","17,012.30","16,707.60",233.47K,0.72%,1269.14,1932.17,0.9188
1/5/2023,16829.8,"16,852.20","16,877.90","16,772.30",178.96K,-0.13%,1250.95,1925.48,0.9191
1/4/2023,16852.1,"16,674.20","16,976.50","16,656.50",247.39K,1.07%,1256.92,1923.76,0.9191
1/3/2023,16674.2,"16,673.10","16,773.20","16,607.20",178.73K,0.00%,1214.57,1932.44,0.9176
1/2/2023,16674.3,"16,618.40","16,766.90","16,551.00",136.03K,0.34%,1213.93,1924.3,0.9168
1/1/2023,16618.4,"16,537.50","16,621.90","16,499.70",107.84K,0.49%,1200.52,1937.23,0.9112
12/31/2022,16537.4,"16,607.20","16,635.90","16,487.30",130.44K,-0.42%,1195.67,1933.06,0.9044
12/30/2022,16607.2,"16,636.40","16,644.40","16,360.00",192.76K,-0.18%,1199.8,1919.19,0.9034
12/29/2022,16636.4,"16,546.20","16,659.10","16,496.60",181.47K,0.55%,1200.84,1923.2,0.896
12/28/2022,16546.2,"16,705.90","16,781.10","16,474.20",217.96K,-0.96%,1189.98,1957.4,0.9018
12/27/2022,16706.1,"16,918.20","16,964.00","16,610.10",192.18K,-1.25%,1211.6,1957.48,0.9106
12/26/2022,16918.1,"16,831.80","16,936.10","16,799.40",133.36K,0.51%,1227.65,1943.38,0.9103
12/25/2022,16831.8,"16,835.70","16,852.90","16,733.00",132.89K,-0.03%,1218.69,1921.44,0.9092
12/24/2022,16837.2,"16,778.60","16,855.80","16,777.80",110.12K,0.35%,1220.46,1935.95,0.9086
12/23/2022,16779.1,"16,820.50","16,910.70","16,768.00",184.12K,-0.25%,1220.03,1921.09,0.9065
12/22/2022,16820.6,"16,831.80","16,862.20","16,566.10",198.28K,-0.07%,1217.57,1942.64,0.9076
12/21/2022,16831.8,"16,902.70","16,919.40","16,735.00",174.34K,-0.42%,1213.85,1927.93,0.9049
12/20/2022,16902.8,"16,441.30","17,031.30","16,400.70",284.57K,2.81%,1217.2,1917.84,0.9015
12/19/2022,16441.3,"16,741.10","16,809.50","16,331.20",207.93K,-1.79%,1167.8,1951.11,0.9063
12/18/2022,16741.1,"16,777.00","16,825.70","16,666.50",124.29K,-0.21%,1182.7,1985.29,0.9128
12/17/2022,16777.1,"16,629.00","16,794.40","16,587.00",164.49K,0.89%,1187.18,1995.86,0.914
12/16/2022,16629.6,"17,356.70","17,518.50","16,542.40",303.56K,-4.19%,1166.7,1991.49,0.9163
12/15/2022,17356.1,"17,796.40","17,846.10","17,298.20",263.44K,-2.47%,1266.32,2052.41,0.9102
12/14/2022,17796.4,"17,778.60","18,351.80","17,682.10",318.98K,0.10%,1307.3,1998.11,0.9027
12/13/2022,17778.6,"17,210.90","17,951.60","17,094.50",328.71K,3.30%,1320.76,1968.45,0.9172
12/12/2022,17210.4,"17,093.20","17,232.50","16,878.50",249.39K,0.68%,1275.02,1935.21,0.9211
12/11/2022,17093.3,"17,127.00","17,262.90","17,080.60",167.20K,-0.20%,1263.42,1926.11,0.9151
12/10/2022,17127.2,"17,125.70","17,220.50","17,105.70",148.81K,0.01%,1266.62,1943.22,0.9035
12/9/2022,17125.7,"17,225.60","17,288.60","17,082.10",260.84K,-0.58%,1262.86,1907.9,0.899
12/8/2022,17225.7,"16,835.20","17,294.20","16,765.80",261.64K,2.32%,1280.29,1887.56,0.8986
12/7/2022,16835.2,"17,089.40","17,126.70","16,715.30",244.36K,-1.49%,1231.04,1903.14,0.891
12/6/2022,17089.3,"16,966.30","17,101.10","16,914.90",246.19K,0.72%,1271.26,1907.55,0.8872
12/5/2022,16966.5,"17,106.90","17,395.20","16,886.90",268.72K,-0.85%,1259.56,1898.13,0.8933
12/4/2022,17112.6,"16,884.80","17,198.10","16,881.60",197.12K,1.35%,1279.74,1905.63,0.8839
12/3/2022,16884.5,"17,093.40","17,132.60","16,862.10",169.29K,-1.22%,1240.46,1897.87,0.8828
12/2/2022,17093.6,"16,972.20","17,096.20","16,799.90",227.01K,0.72%,1295.69,1897.27,0.884
12/1/2022,16972.0,"17,163.40","17,244.70","16,868.90",266.14K,-1.12%,1276.05,1868.37,0.883
11/30/2022,17163.9,"16,440.80","17,215.50","16,433.20",348.22K,4.40%,1294.41,1853.06,0.8801
11/29/2022,16440.4,"16,211.90","16,531.40","16,100.10",271.58K,1.41%,1216.55,1870.29,0.8791
11/28/2022,16211.7,"16,426.10","16,481.40","16,013.50",284.84K,-1.30%,1167.73,1859.96,0.8803
11/27/2022,16425.6,"16,456.40","16,595.40","16,414.60",173.25K,-0.19%,1193.38,1826.57,0.8843
11/26/2022,16456.5,"16,512.30","16,686.30","16,387.90",194.94K,-0.34%,1205.15,1832.43,0.8808
11/25/2022,16512.3,"16,600.60","16,611.80","16,360.90",204.07K,-0.54%,1198.12,1825.48,0.875
11/24/2022,16601.2,"16,604.90","16,785.60","16,472.00",229.59K,-0.14%,1203.77,1820.31,0.8752
11/23/2022,16623.9,"16,216.90","16,677.60","16,162.30",305.08K,2.53%,1185.79,1807.49,0.876
11/22/2022,16212.9,"15,776.60","16,274.60","15,620.40",287.21K,2.77%,1139.74,1804.4,0.8739
11/21/2022,15776.2,"16,278.60","16,287.90","15,504.20",372.15K,-3.13%,1107.46,1806.5,0.8734
11/20/2022,16286.7,"16,699.30","16,749.30","16,209.20",172.83K,-2.47%,1142.88,1800.65,0.874
11/19/2022,16699.2,"16,652.20","16,814.90","16,608.90",114.89K,0.37%,1217.65,1796.47,0.8845
11/18/2022,16638.3,"16,715.40","16,846.30","16,553.00",241.96K,-0.32%,1207.31,1791.03,0.8871
11/17/2022,16691.2,"16,540.50","16,739.70","16,425.80",257.00K,0.91%,1205.17,1796.51,0.8899
11/16/2022,16540.5,"16,895.40","16,993.40","16,408.20",295.73K,-2.10%,1206.16,1818.12,0.8971
11/15/2022,16895.1,"16,615.00","17,112.00","16,543.90",337.15K,1.69%,1253.45,1847.56,0.8971
11/14/2022,16613.7,"16,325.00","17,158.40","15,834.00",442.46K,1.77%,1242.64,1843.06,0.8896
11/13/2022,16324.5,"16,803.90","16,946.50","16,274.90",210.80K,-2.80%,1221.47,1833.24,0.8847
11/12/2022,16795.2,"17,049.90","17,100.80","16,633.90",192.91K,-1.49%,1256.29,1838.36,0.8828
11/11/2022,17049.9,"17,589.10","17,679.40","16,435.50",466.35K,-3.07%,1288.63,1839.96,0.8815
11/10/2022,17589.1,"15,887.00","18,138.20","15,799.30",720.74K,10.71%,1299.15,1813.54,0.8839
11/9/2022,15886.9,"18,538.90","18,583.80","15,603.30",869.57K,-14.25%,1100.84,1818.99,0.8815
11/8/2022,18527.4,"20,589.00","20,667.50","17,260.00",865.10K,-10.01%,1335.25,1817.22,0.8827
11/7/2022,20589.0,"20,916.30","21,055.40","20,410.50",414.24K,-1.56%,1567.57,1822.09,0.8763
11/6/2022,20916.3,"21,298.70","21,360.40","20,901.00",242.26K,-1.81%,1570.86,1825.32,0.8758
11/5/2022,21301.6,"21,145.70","21,464.70","21,084.10",261.23K,0.74%,1627.07,1822.01,0.8728
11/4/2022,21145.9,"20,206.40","21,281.90","20,184.60",499.50K,4.65%,1645.01,1801.41,0.8737
11/3/2022,20206.4,"20,154.00","20,384.50","20,066.60",347.23K,0.26%,1531.08,1795.63,0.8797
11/2/2022,20154.4,"20,482.90","20,778.30","20,065.80",420.23K,-1.61%,1519.04,1788.68,0.8828
11/1/2022,20483.5,"20,496.10","20,676.60","20,348.10",302.72K,-0.06%,1579.64,1809.53,0.88
10/31/2022,20496.3,"20,626.00","20,822.40","20,260.00",327.47K,-0.63%,1572.89,1814.56,0.8853
10/30/2022,20626.3,"20,809.40","20,922.30","20,522.50",207.63K,-0.88%,1590.47,1800.85,0.8836
10/29/2022,20809.8,"20,594.20","21,038.10","20,561.90",276.54K,1.05%,1619.69,1828.39,0.8858
10/28/2022,20594.4,"20,293.00","20,744.00","20,058.20",318.90K,1.49%,1554.47,1815.01,0.8851
10/27/2022,20292.9,"20,769.50","20,867.90","20,231.60",365.49K,-2.29%,1514.19,1803.66,0.8794
10/26/2022,20769.5,"20,086.80","20,981.50","20,062.90",427.99K,3.42%,1566.16,1805.37,0.8829
10/25/2022,20082.7,"19,331.80","20,406.90","19,249.00",371.54K,3.89%,1459.6,1810.9,0.8809
10/24/2022,19331.5,"19,571.20","19,588.60","19,177.20",286.94K,-1.22%,1343.88,1808.11,0.8839
10/23/2022,19571.2,"19,204.80","19,680.90","19,092.50",180.63K,1.91%,1363.92,1807.91,0.8826
10/22/2022,19204.8,"19,162.60","19,249.90","19,116.10",118.24K,0.22%,1313.64,1803.4,0.8833
10/21/2022,19162.6,"19,042.90","19,245.50","18,703.30",294.66K,0.63%,1299.76,1788.36,0.8826
10/20/2022,19042.9,"19,125.10","19,334.50","18,935.60",253.20K,-0.42%,1282.87,1789.32,0.8828
10/19/2022,19123.9,"19,328.20","19,358.60","19,101.20",209.28K,-1.06%,1285.32,1797.68,0.886
10/18/2022,19328.2,"19,548.40","19,692.90","19,102.80",290.07K,-1.13%,1310.81,1799.03,0.8866
